,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
1073,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",A,Annual,A,Annual,USD,US$,2017,,,,105569.0501,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric - Hong Kong, China- Ltd.",7228797.339,48191982.26,18,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric - Thailand- Ltd.",15835.35752,105569.0501,1727.328,0,0,1727.328,4.55E+12,100,1
1074,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,52,Cotton,A,Annual,A,Annual,USD,US$,2017,,,,9420253.296,"Cotton - Hong Kong, China- Ltd.",37323829.38,248825529.2,37,Cotton - Thailand- Ltd.,1413037.994,9420253.296,1727.328,0,0,1727.328,4.55E+12,100,1
1075,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,53,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn,A,Annual,A,Annual,USD,US$,2017,,,,33228.88397,"Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Hong Kong, China- Ltd.",3096522.557,20643483.71,27,Other vegetable textile fibres; paper yarn and woven fabrics of paper yarn - Thailand- Ltd.,4984.332595,33228.88397,1727.328,0,0,1727.328,4.55E+12,100,1
1076,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,54,Manmade filaments,A,Annual,A,Annual,USD,US$,2017,,,,26676113.43,"Manmade filaments - Hong Kong, China- Ltd.",71244807.59,474965383.9,40,Manmade filaments - Thailand- Ltd.,4001417.015,26676113.43,1727.328,0,0,1727.328,4.55E+12,100,1
1077,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,55,Manmade staple fibres,A,Annual,A,Annual,USD,US$,2017,,,,2410446.861,"Manmade staple fibres - Hong Kong, China- Ltd.",96111783.25,640745221.7,37,Manmade staple fibres - Thailand- Ltd.,361567.0292,2410446.861,1727.328,0,0,1727.328,4.55E+12,100,1
1078,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,56,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof",A,Annual,A,Annual,USD,US$,2017,,,,5415356.109,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Hong Kong, China- Ltd.",58793385.47,391955903.1,43,"Wadding, felt and nonwovens; special yarns; twine, cordage, ropes and cables and articles thereof - Thailand- Ltd.",812303.4164,5415356.109,1727.328,0,0,1727.328,4.55E+12,100,1
1079,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,57,Carpets and other textile floor coverings,A,Annual,A,Annual,USD,US$,2017,,,,3442683.476,"Carpets and other textile floor coverings - Hong Kong, China- Ltd.",19995474.73,133303164.9,40,Carpets and other textile floor coverings - Thailand- Ltd.,516402.5214,3442683.476,1727.328,0,0,1727.328,4.55E+12,100,1
1080,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,A,Annual,A,Annual,USD,US$,2017,,,,17661908.7,"Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Hong Kong, China- Ltd.",13122154.89,87481032.57,40,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery - Thailand- Ltd.,2649286.305,17661908.7,1727.328,0,0,1727.328,4.55E+12,100,1
1081,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,59,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use",A,Annual,A,Annual,USD,US$,2017,,,,1598436.724,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use - Hong Kong, China- Ltd.",17382459.64,115883064.3,39,"Impregnated, coated, covered or laminated textile fabrics; textile articles of a kind suitable for industrial use - Thailand- Ltd.",239765.5086,1598436.724,1727.328,0,0,1727.328,4.55E+12,100,1
1082,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,60,Knitted or crocheted fabrics,A,Annual,A,Annual,USD,US$,2017,,,,11942149.3,"Knitted or crocheted fabrics - Hong Kong, China- Ltd.",19279712.03,128531413.6,31,Knitted or crocheted fabrics - Thailand- Ltd.,1791322.395,11942149.3,1727.328,0,0,1727.328,4.55E+12,100,1
1083,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,61,"Articles of apparel and clothing accessories, knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,34915062.91,"Articles of apparel and clothing accessories, knitted or crocheted - Hong Kong, China- Ltd.",267324911.3,1782166076,45,"Articles of apparel and clothing accessories, knitted or crocheted - Thailand- Ltd.",5237259.437,34915062.91,1727.328,0,0,1727.328,4.55E+12,100,1
1084,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,62,"Articles of apparel and clothing accessories, not knitted or crocheted",A,Annual,A,Annual,USD,US$,2017,,,,35414585.31,"Articles of apparel and clothing accessories, not knitted or crocheted - Hong Kong, China- Ltd.",123847730.5,825651536.5,46,"Articles of apparel and clothing accessories, not knitted or crocheted - Thailand- Ltd.",5312187.797,35414585.31,1727.328,0,0,1727.328,4.55E+12,100,1
1085,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,A,Annual,A,Annual,USD,US$,2017,,,,1435357.521,"Other made up textile articles; sets; worn clothing and worn textile articles; rags - Hong Kong, China- Ltd.",37076645.86,247177639.1,46,Other made up textile articles; sets; worn clothing and worn textile articles; rags - Thailand- Ltd.,215303.6282,1435357.521,1727.328,0,0,1727.328,4.55E+12,100,1
1086,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,64,"Footwear, gaiters and the like; parts of such articles",A,Annual,A,Annual,USD,US$,2017,,,,7683914.285,"Footwear, gaiters and the like; parts of such articles - Hong Kong, China- Ltd.",82218359.14,548122394.3,45,"Footwear, gaiters and the like; parts of such articles - Thailand- Ltd.",1152587.143,7683914.285,1727.328,0,0,1727.328,4.55E+12,100,1
1087,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,65,Headgear and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,330985.789,"Headgear and parts thereof - Hong Kong, China- Ltd.",10752672.5,71684483.35,41,Headgear and parts thereof - Thailand- Ltd.,49647.86835,330985.789,1727.328,0,0,1727.328,4.55E+12,100,1
1088,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,67,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair,A,Annual,A,Annual,USD,US$,2017,,,,67736.43858,"Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Hong Kong, China- Ltd.",4584521.9,30563479.34,37,Prepared feathers and down and articles made of feathers or of down; artificial flowers; articles of human hair - Thailand- Ltd.,10160.46579,67736.43858,1727.328,0,0,1727.328,4.55E+12,100,1
1089,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",A,Annual,A,Annual,USD,US$,2017,,,,2458902.127,"Articles of stone, plaster, cement, asbestos, mica or similar materials - Hong Kong, China- Ltd.",47978601.06,319857340.4,43,"Articles of stone, plaster, cement, asbestos, mica or similar materials - Thailand- Ltd.",368835.3191,2458902.127,1727.328,0,0,1727.328,4.55E+12,100,1
1090,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,69,Ceramic products,A,Annual,A,Annual,USD,US$,2017,,,,6954335.739,"Ceramic products - Hong Kong, China- Ltd.",89380452.01,595869680.1,43,Ceramic products - Thailand- Ltd.,1043150.361,6954335.739,1727.328,0,0,1727.328,4.55E+12,100,1
1091,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,70,Glass and glassware,A,Annual,A,Annual,USD,US$,2017,,,,16434371.15,"Glass and glassware - Hong Kong, China- Ltd.",75372842.76,502485618.4,46,Glass and glassware - Thailand- Ltd.,2465155.673,16434371.15,1727.328,0,0,1727.328,4.55E+12,100,1
1092,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,71,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",A,Annual,A,Annual,USD,US$,2017,,,,587307875.7,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Hong Kong, China- Ltd.",1306252294,8708348626,43,"Natural or cultured pearls, precious or semiprecious stones, precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin - Thailand- Ltd.",88096181.36,587307875.7,1727.328,0,0,1727.328,4.55E+12,100,1
1093,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,72,Iron and steel,A,Annual,A,Annual,USD,US$,2017,,,,15160868.32,"Iron and steel - Hong Kong, China- Ltd.",135072468.4,900483122.9,34,Iron and steel - Thailand- Ltd.,2274130.248,15160868.32,1727.328,0,0,1727.328,4.55E+12,100,1
1094,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,73,Articles of iron or steel,A,Annual,A,Annual,USD,US$,2017,,,,37552428.32,"Articles of iron or steel - Hong Kong, China- Ltd.",393333944.7,2622226298,46,Articles of iron or steel - Thailand- Ltd.,5632864.248,37552428.32,1727.328,0,0,1727.328,4.55E+12,100,1
1095,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,74,Copper and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,19545284.32,"Copper and articles thereof - Hong Kong, China- Ltd.",216090085.6,1440600571,40,Copper and articles thereof - Thailand- Ltd.,2931792.648,19545284.32,1727.328,0,0,1727.328,4.55E+12,100,1
1096,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,76,Aluminium and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,29869466.65,"Aluminium and articles thereof - Hong Kong, China- Ltd.",234167906.3,1561119376,43,Aluminium and articles thereof - Thailand- Ltd.,4480419.998,29869466.65,1727.328,0,0,1727.328,4.55E+12,100,1
1097,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,78,Lead and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,10322.77933,"Lead and articles thereof - Hong Kong, China- Ltd.",4101799.885,27345332.57,19,Lead and articles thereof - Thailand- Ltd.,1548.4169,10322.77933,1727.328,0,0,1727.328,4.55E+12,100,1
1098,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,79,Zinc and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,2909.440862,"Zinc and articles thereof - Hong Kong, China- Ltd.",2532696.384,16884642.56,27,Zinc and articles thereof - Thailand- Ltd.,436.4161293,2909.440862,1727.328,0,0,1727.328,4.55E+12,100,1
1099,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,80,Tin and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,1081403.779,"Tin and articles thereof - Hong Kong, China- Ltd.",26978502.03,179856680.2,21,Tin and articles thereof - Thailand- Ltd.,162210.5669,1081403.779,1727.328,0,0,1727.328,4.55E+12,100,1
1100,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,81,Other base metals; cermets; articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,11749.91178,"Other base metals; cermets; articles thereof - Hong Kong, China- Ltd.",18334379.77,122229198.5,23,Other base metals; cermets; articles thereof - Thailand- Ltd.,1762.486767,11749.91178,1727.328,0,0,1727.328,4.55E+12,100,1
1101,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",A,Annual,A,Annual,USD,US$,2017,,,,524085.9718,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Hong Kong, China- Ltd.",48777094.21,325180628.1,46,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal - Thailand- Ltd.",78612.89577,524085.9718,1727.328,0,0,1727.328,4.55E+12,100,1
1102,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,83,Miscellaneous articles of base metal,A,Annual,A,Annual,USD,US$,2017,,,,2780836.236,"Miscellaneous articles of base metal - Hong Kong, China- Ltd.",84199508.61,561330057.4,44,Miscellaneous articles of base metal - Thailand- Ltd.,417125.4354,2780836.236,1727.328,0,0,1727.328,4.55E+12,100,1
1103,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,3407131518,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Hong Kong, China- Ltd.",5951213220,39674754799,46,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof - Thailand- Ltd.",511069727.7,3407131518,1727.328,0,0,1727.328,4.55E+12,100,1
1104,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",A,Annual,A,Annual,USD,US$,2017,,,,5649817934,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Hong Kong, China- Ltd.",6773506417,45156709445,46,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles - Thailand- Ltd.",847472690.1,5649817934,1727.328,0,0,1727.328,4.55E+12,100,1
1105,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,86,"Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment ",A,Annual,A,Annual,USD,US$,2017,,,,6915.471722,"Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment  - Hong Kong, China- Ltd.",3714686.086,24764573.91,26,"Railway or tramway locomotives, rollingstock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electromechanical) traffic signalling equipment  - Thailand- Ltd.",1037.320758,6915.471722,1727.328,0,0,1727.328,4.55E+12,100,1
1106,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,87,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,15186186.64,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof - Hong Kong, China- Ltd.",3190923733,21272824888,46,"Vehicles other than railway or tramway rollingstock, and parts and accessories thereof - Thailand- Ltd.",2277927.996,15186186.64,1727.328,0,0,1727.328,4.55E+12,100,1
1107,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,88,"Aircraft, spacecraft, and parts thereof",A,Annual,A,Annual,USD,US$,2017,,,,1371112.565,"Aircraft, spacecraft, and parts thereof - Hong Kong, China- Ltd.",18326660.17,122177734.4,27,"Aircraft, spacecraft, and parts thereof - Thailand- Ltd.",205666.8848,1371112.565,1727.328,0,0,1727.328,4.55E+12,100,1
1108,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,89,"Ships, boats and floating structures",A,Annual,A,Annual,USD,US$,2017,,,,725549.2894,"Ships, boats and floating structures - Hong Kong, China- Ltd.",11302849.06,75352327.08,32,"Ships, boats and floating structures - Thailand- Ltd.",108832.3934,725549.2894,1727.328,0,0,1727.328,4.55E+12,100,1
1109,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,90,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,254887676.9,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Hong Kong, China- Ltd.",1002624645,6684164303,46,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof - Thailand- Ltd.",38233151.54,254887676.9,1727.328,0,0,1727.328,4.55E+12,100,1
1110,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,91,Clocks and watches and parts thereof,A,Annual,A,Annual,USD,US$,2017,,,,86537615.24,"Clocks and watches and parts thereof - Hong Kong, China- Ltd.",95343505.53,635623370.2,43,Clocks and watches and parts thereof - Thailand- Ltd.,12980642.29,86537615.24,1727.328,0,0,1727.328,4.55E+12,100,1
1111,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,92,Musical instruments; parts and accessories of such articles,A,Annual,A,Annual,USD,US$,2017,,,,79269.11109,"Musical instruments; parts and accessories of such articles - Hong Kong, China- Ltd.",3792366.62,25282444.13,36,Musical instruments; parts and accessories of such articles - Thailand- Ltd.,11890.36666,79269.11109,1727.328,0,0,1727.328,4.55E+12,100,1
1112,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates",A,Annual,A,Annual,USD,US$,2017,,,,20115603.5,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Hong Kong, China- Ltd.",185122117.6,1234147451,44,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated signs, illuminated nameplates - Thailand- Ltd.",3017340.525,20115603.5,1727.328,0,0,1727.328,4.55E+12,100,1
1113,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,95,"Toys, games and sports requisites; parts and accessories thereof",A,Annual,A,Annual,USD,US$,2017,,,,15957449.97,"Toys, games and sports requisites; parts and accessories thereof - Hong Kong, China- Ltd.",138889976.8,925933178.9,46,"Toys, games and sports requisites; parts and accessories thereof - Thailand- Ltd.",2393617.496,15957449.97,1727.328,0,0,1727.328,4.55E+12,100,1
1114,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,96,Miscellaneous manufactured articles,A,Annual,A,Annual,USD,US$,2017,,,,14381975.68,"Miscellaneous manufactured articles - Hong Kong, China- Ltd.",75997049.46,506646996.4,46,Miscellaneous manufactured articles - Thailand- Ltd.,2157296.352,14381975.68,1727.328,0,0,1727.328,4.55E+12,100,1
1115,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",764,Thailand,HS,Harmonized System,97,"Works of art, collectors' pieces and antiques",A,Annual,A,Annual,USD,US$,2017,,,,5047360.344,"Works of art, collectors' pieces and antiques - Hong Kong, China- Ltd.",3019388.311,20129255.41,26,"Works of art, collectors' pieces and antiques - Thailand- Ltd.",757104.0516,5047360.344,1727.328,0,0,1727.328,4.55E+12,100,1
1116,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,1,Live animals,A,Annual,A,Annual,USD,US$,2017,,,,1394026.882,"Live animals - Hong Kong, China- Ltd.",916395.994,6109306.627,23,Live animals - United Arab Emirates- Ltd.,209104.0323,1394026.882,6130,0,0,1,3.83E+11,100,1
1117,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,2,Meat and edible meat offal,A,Annual,A,Annual,USD,US$,2017,,,,222426.4588,"Meat and edible meat offal - Hong Kong, China- Ltd.",4150888.163,27672587.75,9,Meat and edible meat offal - United Arab Emirates- Ltd.,33363.96882,222426.4588,6130,0,0,1,3.83E+11,100,1
1118,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,3,"Fish and crustaceans, molluscs and other aquatic invertebrates",A,Annual,A,Annual,USD,US$,2017,,,,4523567.831,"Fish and crustaceans, molluscs and other aquatic invertebrates - Hong Kong, China- Ltd.",11101381.81,74009212.06,19,"Fish and crustaceans, molluscs and other aquatic invertebrates - United Arab Emirates- Ltd.",678535.1747,4523567.831,6130,0,0,1,3.83E+11,100,1
1119,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,4,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",A,Annual,A,Annual,USD,US$,2017,,,,411110.7689,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included - Hong Kong, China- Ltd.",34037726.6,226918177.4,24,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included - United Arab Emirates- Ltd.",61666.61534,411110.7689,6130,0,0,1,3.83E+11,100,1
1120,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,5,"Products of animal origin, not elsewhere specified or included",A,Annual,A,Annual,USD,US$,2017,,,,26946.39592,"Products of animal origin, not elsewhere specified or included - Hong Kong, China- Ltd.",12286.32153,81908.81017,5,"Products of animal origin, not elsewhere specified or included - United Arab Emirates- Ltd.",4041.959388,26946.39592,6130,0,0,1,3.83E+11,100,1
1121,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,7,Edible vegetables and certain roots and tubers,A,Annual,A,Annual,USD,US$,2017,,,,140347.9935,"Edible vegetables and certain roots and tubers - Hong Kong, China- Ltd.",12990915.93,86606106.17,24,Edible vegetables and certain roots and tubers - United Arab Emirates- Ltd.,21052.19903,140347.9935,6130,0,0,1,3.83E+11,100,1
1122,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",784,United Arab Emirates,HS,Harmonized System,8,Edible fruit and nuts; peel of citrus fruit or melons,A,Annual,A,Annual,USD,US$,2017,,,,35921.4705,"Edible fruit and nuts; peel of citrus fruit or melons - Hong Kong, China- Ltd.",4792180.302,31947868.68,28,Edible fruit and nuts; peel of citrus fruit or melons - United Arab Emirates- Ltd.,5388.220575,35921.4705,6130,0,0,1,3.83E+11,100,1
